id;Name;Gender;Produit;Type;Prix;Date
1413;Tunde Adeleke;Male;Terrine de chevreuil;Charcuterie;1700;2023-09-16 21:07:00.0000000
1414;Omaru Sise;Male;Sachet de thé vert;Thé;500;2023-10-18 06:04:00.0000000
1415;Liam Jones;Male;Pain de mie Jacques;Alimentation;750;2023-12-29 13:10:00.0000000
1416;Christian Wright;Male;Jambon de la Forêt de Marly;Charcuterie;2000;2023-01-10 11:16:00.0000000
1417;Roy Collins;Male;Shampooing fortifiant L'Oréal;Produits de soin capillaire;1800;2023-04-13 20:57:00.0000000
1418;Jeffrey Green;Male;Coppa;Charcuterie;1600;2023-01-10 09:28:00.0000000
1419;Sadia Traoré;Female;Saucisse au poivre;Charcuterie;1600;2023-08-28 06:33:00.0000000
1420;Charles Parker;Male;Boîte de mouchoirs en papier Kleenex;Hygiène;1000;2023-06-10 08:35:00.0000000
1421;Yaa Nkrumah;Female;Jambon de Parme;Charcuterie;2000;2023-11-25 06:23:00.0000000
1422;Samantha Moore;Female;Lotion tonique adoucissante Garnier;Produits de soin pour le visage;1200;2023-08-04 20:46:00.0000000
1423;Kwabena Osei;Male;Sachet de graines de chia;Condiment;1000;2023-01-28 09:37:00.0000000
1424;Jeffrey Green;Male;Crème de jour anti-rides Nivea;Produits de soin pour le visage;1200;2023-07-02 06:55:00.0000000
1425;Idris Bello;Male;Terrine de gibier;Charcuterie;1500;2023-07-02 00:36:00.0000000
1426;Ngozi Onyeama;Female;Démaquillant pour les yeux bi-phasé Nivea;Produits de démaquillage;1200;2023-05-13 06:30:00.0000000
1427;Uzoma Okoro;Male;Paquet de chips Lay's;Snack;750;2023-03-29 17:02:00.0000000
1428;Fatoumata Diagne;Female;Déodorant roll-on sans alcool Nivea;Produits d'hygiène;800;2023-04-10 05:42:00.0000000
1429;Elizabeth Gonzalez;Female;Démaquillant pour les yeux bi-phasé Nivea;Produits de démaquillage;1200;2023-11-18 00:17:00.0000000
1430;Jabari Nkrumah;Male;Gel coiffant effet brillant Schwarzkopf;Produits de coiffure;1500;2023-08-04 07:03:00.0000000
1431;Justin Reed;Male;Shampooing réparateur Elsève;Produits de soin capillaire;1500;2023-08-26 11:12:00.0000000
1432;Kwesi Anang;Male;Paquet de chips Pringles;Snack;1000;2023-10-07 00:16:00.0000000
1433;Fanta Camara;Female;Shampooing fortifiant L'Oréal;Produits de soin capillaire;1800;2023-06-24 08:24:00.0000000
1434;William Hernandez;Male;Pâté de campagne;Charcuterie;1200;2023-11-09 01:43:00.0000000
1435;Obinna Chukwu;Male;Mortadelle;Charcuterie;1700;2023-05-09 14:17:00.0000000
1436;Fatimah Ibrahim;Female;Bouteille de vinaigre blanc;Condiment;750;2023-02-27 21:07:00.0000000
1437;Sebastian Wright;Male;Crème réparatrice pour les pieds Scholl;Produits de soin pour les pieds;1500;2023-10-30 21:49:00.0000000
1438;Emily Johnson;Female;Baume après-rasage hydratant Nivea;Produits de rasage;700;2023-05-22 09:16:00.0000000
1439;Jabari Nkrumah;Male;Lotion anti-âge pour le visage L'Oréal;Produits de soin pour le visage;1200;2023-01-27 07:31:00.0000000
1440;Sekou Toure;Male;Gel nettoyant visage doux Nivea;Produits de soin pour le visage;1800;2023-06-11 03:53:00.0000000
1441;Camila Washington;Female;Rillettes de thon au citron;Charcuterie;1500;2023-03-20 02:29:00.0000000
1442;Obinna Chukwu;Male;Soin anti-rides contour des yeux L'Oréal;Produits de soin pour le visage;2500;2023-11-17 00:22:00.0000000
1443;Saidi Jalloh;Male;Lingettes démaquillantes apaisantes Nivea;Produits de démaquillage;800;2023-05-14 05:29:00.0000000
1444;Rebecca Carter;Female;Démaquillant yeux waterproof Garnier;Produits de démaquillage;1200;2023-02-15 05:41:00.0000000
1445;Julia Bell;Female;Terrine de gibier;Charcuterie;1500;2023-02-16 11:10:00.0000000
1446;Sadia Traoré;Female;Pâté de lapin aux noix;Charcuterie;1800;2023-09-12 02:33:00.0000000
1447;Fanta Diallo;Female;Crème de jour anti-rides Nivea;Produits de soin pour le visage;1200;2023-08-24 02:50:00.0000000
1448;Aminata Cissé;Female;Crème pour les mains Neutrogena;Produits de soin pour les mains;1000;2023-09-05 23:04:00.0000000
1449;Fatimah Ibrahim;Female;Sachet de popcorn;Snack;500;2023-01-25 03:59:00.0000000
1450;Fatimah Mohammed;Female;Boîte de mouchoirs en papier Kleenex;Hygiène;1000;2023-10-10 23:31:00.0000000
1451;Luke Foster;Male;Mortadelle;Charcuterie;1700;2023-02-15 01:06:00.0000000
1452;Roy Collins;Male;Terrine de perdreau;Charcuterie;1700;2023-04-29 05:20:00.0000000
1453;Tunde Ogunjobi;Male;Crème solaire enfants Uriage;Produits de protection solaire;2000;2023-09-30 06:13:00.0000000
1454;Uzoma Okoro;Male;Paquet de chips Tortilla;Snack;1000;2023-10-31 12:59:00.0000000
1455;Osei Bonsu;Male;Saucisson à l'Armagnac;Charcuterie;1400;2023-04-09 18:30:00.0000000
1456;Femi Adekunle;Male;Pâté de marcassin;Charcuterie;1900;2023-12-19 22:37:00.0000000
1457;Hunter Allen;Male;Jambon des Ardennes;Charcuterie;2000;2023-05-30 13:51:00.0000000
1458;Emeka Diop;Male;Crème hydratante Nivea;Produits de soin pour le corps;1000;2023-05-28 00:51:00.0000000
1459;Bintou Traoré;Female;Jambon de la Dombes;Charcuterie;2000;2023-08-06 01:33:00.0000000
1460;Carter Richardson;Male;Gel douche Nivea;Produits de douche;1200;2023-05-02 11:36:00.0000000
1461;Adjoa Boateng;Female;Jambon de Luxeuil;Charcuterie;2000;2023-06-19 22:50:00.0000000
1462;Osei Mensah;Male;Sachet de thé rooibos;Thé;500;2023-10-20 03:21:00.0000000
1463;Tariq Ndlovu;Male;Gel douche exfoliant Nivea;Produits de douche;1200;2023-10-20 14:01:00.0000000
1464;Obinna Onyeama;Male;Saucisse de Morteau;Charcuterie;1600;2023-01-17 02:02:00.0000000
1465;Kevin King;Male;Dentifrice reminéralisant Elmex;Produits d'hygiène dentaire;500;2023-06-27 01:43:00.0000000
1466;Jason Wood;Male;Sachet de levure chimique;Condiment;500;2023-03-17 03:57:00.0000000
1467;Peter Ramirez;Male;Rillettes d'oie;Charcuterie;1500;2023-01-31 03:49:00.0000000
1468;Kwaku Amponsah;Male;Crème réparatrice Cicabiafine;Produits de soin pour le corps;1500;2023-12-03 14:35:00.0000000
1469;Brandon Wright;Male;Rillettes de truite;Charcuterie;1500;2023-09-14 20:39:00.0000000
1470;Kwame Mensah;Male;Dentifrice protection gencives Parodontax;Produits d'hygiène dentaire;500;2023-02-02 23:29:00.0000000
1471;Jacob Rivera;Male;Gel douche relaxant L'Occitane;Produits de douche;1200;2023-02-17 05:11:00.0000000
1472;Nathan Mitchell;Male;Pot de moutarde;Condiment;500;2023-08-16 20:03:00.0000000
1473;Ethan Wilson;Male;Pâté de lapin aux pistaches;Charcuterie;1800;2023-06-25 12:58:00.0000000
1474;Fatimah Ibrahim;Female;Pot de confiture Bonne Maman;Condiment;1500;2023-10-24 01:29:00.0000000
1475;Kwasi Amoako;Male;Pâté de marcassin;Charcuterie;1900;2023-03-15 08:06:00.0000000
1476;Katelyn Flores;Female;Baume à lèvres Labello;Produits de soin des lèvres;700;2023-06-18 00:47:00.0000000
1477;Lamidi Adekunle;Male;Saucisson à la noisette;Charcuterie;1700;2023-12-08 16:40:00.0000000
1478;Gary Cooper;Male;Spray corporel Axe;Produits de soin pour le corps;800;2023-09-21 10:53:00.0000000
1479;Oluwaseun Adeyemi;Male;Pâté de faisan;Charcuterie;1800;2023-04-14 10:54:00.0000000
1480;Josiah Adams;Male;Gel douche Nivea;Produits de douche;1200;2023-07-20 09:45:00.0000000
1481;Daniel Lewis;Male;Terrine de biche;Charcuterie;1700;2023-05-01 23:37:00.0000000
1482;Amaechi Okafor;Female;Lotion anti-imperfections Garnier;Produits de soin pour le visage;1200;2023-12-01 05:41:00.0000000
1483;John Parker;Male;Gel nettoyant visage doux Nivea;Produits de soin pour le visage;1800;2023-05-21 05:12:00.0000000
1484;Evelyn Watson;Female;Boîte de céréales Kellogg's;Céréales;1500;2023-08-29 11:33:00.0000000
1485;Ryan Turner;Male;Démaquillant yeux bi-phasé waterproof L'Oréal;Produits de démaquillage;1200;2023-12-06 05:23:00.0000000
1486;Adanna Nwachukwu;Female;Dentifrice blancheur Oral-B;Produits d'hygiène dentaire;500;2023-08-26 15:58:00.0000000
1487;Taylor Martinez;Female;Boîte de kleenex;Hygiène;1000;2023-08-21 08:15:00.0000000
1488;Akafo Jane;Female;Sac de riz Basmati;Alimentation;4000;2023-06-08 19:02:00.0000000
1489;Alyssa Morris;Female;Saucisson à l'Espelette;Charcuterie;1400;2023-09-08 23:26:00.0000000
1490;Victoria Powell;Female;Rillettes de volaille;Charcuterie;1500;2023-09-09 10:47:00.0000000
1491;Aaron Coleman;Male;Saucisse de Morteau;Charcuterie;1600;2023-02-21 02:19:00.0000000
1492;Cynthia Murphy;Female;Crème pour les pieds Scholl;Produits de soin pour les pieds;1500;2023-12-08 12:58:00.0000000
1493;Femi Adekunle;Male;Jambon des Ardennes;Charcuterie;2000;2023-10-03 05:27:00.0000000
1494;Nadia Kamara;Female;Shampooing volumateur Timotei;Produits de soin capillaire;1500;2023-10-13 18:34:00.0000000
1495;Robert Anderson;Male;Rillettes de truite;Charcuterie;1500;2023-02-17 22:42:00.0000000
1496;Noah Brown;Male;Crème pour les mains Neutrogena;Produits de soin pour les mains;1000;2023-02-01 10:34:00.0000000
1497;Fatou Camara;Female;Terrine de canard;Charcuterie;1700;2023-05-11 04:33:00.0000000
1498;Sara Henderson;Female;Sachet de chips au fromage;Snack;1000;2023-04-13 02:19:00.0000000
1499;Kwabena Osei;Male;Saucisse de veau;Charcuterie;1600;2023-05-03 19:30:00.0000000
1500;James Lee;Male;Soin anti-fatigue pour le visage Nivea;Produits de soin pour le visage;2500;2023-05-22 17:07:00.0000000
1501;Jonathan Nelson;Male;Saucisson à la noisette;Charcuterie;1700;2023-01-05 18:21:00.0000000
1502;Roger Hughes;Male;Soin hydratant matifiant Vichy;Produits de soin pour le visage;2500;2023-01-15 21:22:00.0000000
1503;Nathan Mitchell;Male;Rillettes d'oie;Charcuterie;1500;2023-09-20 02:19:00.0000000
1504;Nneka Abubakar;Female;Jambon de Parme;Charcuterie;2000;2023-05-21 03:48:00.0000000
1505;Megan Garcia;Female;Rillettes de veau;Charcuterie;1500;2023-06-12 09:04:00.0000000
1506;Kofi Mensah;Male;Spray corporel Axe;Produits de soin pour le corps;800;2023-09-23 12:10:00.0000000
1507;Fatoumata Diop;Female;Saucisse de dinde;Charcuterie;1600;2023-07-18 08:12:00.0000000
1508;Sekou Diop;Male;Sachet de graines de sésame;Condiment;750;2023-09-18 14:39:00.0000000
1509;Jamila Abubakar;Female;Dentifrice blancheur Oral-B;Produits d'hygiène dentaire;500;2023-08-19 05:16:00.0000000
1510;Scott Clark;Male;Paquet de biscuits au chocolat;Biscuits;1000;2023-12-28 16:53:00.0000000
1511;Erica Wood;Female;Paquet de pâtes Barilla;Alimentation;1000;2023-06-08 05:26:00.0000000
1512;Emily Howard;Female;Pot de mayonnaise Amora;Condiment;1000;2023-11-21 22:31:00.0000000
1513;Nadia Diallo;Female;Pâté de porc;Charcuterie;1200;2023-05-21 00:12:00.0000000
1514;Babajide Adebayo;Male;Boîte de céréales Kellogg's;Céréales;1500;2023-05-01 10:46:00.0000000
1515;Ngozi Onyeama;Female;Baume réparateur pour les mains Biafine;Produits de soin pour les mains;1000;2023-11-04 00:20:00.0000000
1516;Obinna Chukwu;Male;Pot de crème hydratante Nivea;Hygiène;1500;2023-06-01 05:34:00.0000000
1517;Obinna Chukwu;Male;Crème de nuit nourrissante Nivea;Produits de soin pour le visage;1200;2023-03-03 13:24:00.0000000
1518;Dylan Barnes;Male;Sachet de pâtes de curry rouge;Condiment;750;2023-03-09 11:52:00.0000000
1519;Joseph Richardson;Male;Spray corporel Axe;Produits de soin pour le corps;800;2023-04-22 16:03:00.0000000
1520;Ngozi Onyeama;Female;Déodorant bille sans parfum Vichy;Produits d'hygiène;800;2023-09-14 18:08:00.0000000
1521;Peyton Perez;Female;Dentifrice blancheur Oral-B;Produits d'hygiène dentaire;500;2023-01-10 02:25:00.0000000
1522;Kemi Adeyemi;Female;Démaquillant Garnier;Produits de démaquillage;1200;2023-12-24 12:42:00.0000000
1523;Kwaku Boateng;Male;Boîte de thé matcha;Thé;1500;2023-09-16 04:30:00.0000000
1524;Willie Price;Male;Sac de croquettes pour chat Whiskas;Animaux;1500;2023-06-16 02:38:00.0000000
1525;Hunter Allen;Male;Mortadelle;Charcuterie;1700;2023-03-26 00:15:00.0000000
1526;Binta Sow;Female;Crème solaire enfant biodégradable Uriage;Produits de protection solaire;2000;2023-04-14 09:25:00.0000000
1527;Nadia Diallo;Female;Rillettes de thon au piment d'Espelette;Charcuterie;1500;2023-01-07 11:54:00.0000000
1528;Faith Coleman;Female;Jambon des Ardennes;Charcuterie;2000;2023-09-21 14:21:00.0000000
1529;Aminata Bello;Female;Masque capillaire Garnier;Produits de soin capillaire;1800;2023-06-01 21:53:00.0000000
1530;Margaret Scott;Female;Baume pour les lèvres Carmex;Produits de soin des lèvres;700;2022-02-01 08:48:00.0000000
1531;Evelyn Scott;Female;Saucisson à l'ail;Charcuterie;1300;2022-09-26 11:38:00.0000000
1532;Emeka Diop;Male;Crème anti-rides Nivea;Produits de soin pour le visage;2500;2022-12-17 23:57:00.0000000
1533;Robert Miller;Male;Pâté de chevreuil;Charcuterie;1800;2022-02-16 02:48:00.0000000
1534;Sadia Traoré;Female;Lotion anti-imperfections Garnier;Produits de soin pour le visage;1200;2022-11-01 03:29:00.0000000
1535;Derek Nelson;Male;Lingettes démaquillantes apaisantes Nivea;Produits de démaquillage;800;2022-01-19 18:06:00.0000000
1536;Simba Moyo;Male;Pâté de faisan;Charcuterie;1800;2022-02-23 11:34:00.0000000
1537;Kwame Mensah;Male;Lotion purifiante pour le visage L'Oréal;Produits de soin pour le visage;1200;2022-08-03 20:45:00.0000000
1538;Kwabena Osei;Male;Paquet de biscuits Oreo;Biscuits;1000;2022-04-10 04:16:00.0000000
1539;Babajide Adebayo;Male;Paquet de riz long grain;Alimentation;1000;2022-08-07 09:48:00.0000000
1540;Tyler Bennett;Male;Lotion apaisante après-rasage Nivea;Produits de rasage;700;2022-01-29 14:21:00.0000000
1541;Joseph White;Male;Gel nettoyant visage purifiant L'Oréal;Produits de soin pour le visage;1800;2022-11-24 06:35:00.0000000
1542;Cynthia Murphy;Female;Shampooing volumateur Timotei;Produits de soin capillaire;1500;2022-10-10 00:43:00.0000000
1543;Jabari Tetteh;Male;Gel douche nourrissant à l'huile d'amande Neutrogena;Produits de douche;1200;2022-06-07 21:49:00.0000000
1544;Lamidi Adekunle;Male;Paquet de chips Lay's;Snack;750;2022-05-14 02:07:00.0000000
1545;David Jackson;Male;Saucisse de volaille;Charcuterie;1600;2022-03-30 18:02:00.0000000
1546;Gary Cooper;Male;Boîte de mouchoirs en papier Tempo;Hygiène;750;2022-11-28 14:21:00.0000000
1547;Babatunde Balogun;Male;Jambon de la Vallée d'Aoste;Charcuterie;2000;2022-12-13 03:56:00.0000000
1548;Erica Wood;Female;Gel douche hydratant Dove;Produits de douche;1200;2022-04-24 14:53:00.0000000
1549;Shawn Taylor;Male;Paquet de chips Lay's;Snack;750;2022-01-28 18:39:00.0000000
1550;Jabari Nkrumah;Male;Lingettes démaquillantes biodégradables à l'huile d'amande Neutrogena;Produits de démaquillage;800;2022-04-12 10:41:00.0000000
1551;Kwabena Osei;Male;Saucisse de Strasbourg;Charcuterie;1600;2022-03-19 15:12:00.0000000
1552;Cody Davis;Male;Crème de jour anti-rides Nivea;Produits de soin pour le visage;1200;2022-01-26 22:42:00.0000000
1553;Fanta Camara;Female;Shampooing anti-chute Vichy;Produits de soin capillaire;1800;2022-06-06 10:15:00.0000000
1554;Osei Mensah;Male;Pot de crème hydratante Nivea;Hygiène;1500;2022-02-01 17:22:00.0000000
1555;Chloe Richardson;Female;Terrine de chevreuil;Charcuterie;1700;2022-03-09 18:58:00.0000000
1556;Kwadwo Keita;Male;Pot de pâte à tartiner Nutella;Sucrerie;2000;2022-05-05 12:15:00.0000000
1557;Emily Johnson;Female;Lotion anti-rougeurs pour le visage Avène;Produits de soin pour le visage;1200;2022-01-05 19:46:00.0000000
1558;Uzoma Okoro;Male;Terrine de gibier;Charcuterie;1500;2022-02-02 01:59:00.0000000
1559;Gloria Green;Female;Crème de jour anti-taches Nivea;Produits de soin pour le visage;1200;2022-01-04 03:11:00.0000000
1560;Barbara Thomas;Female;Saucisson à la noisette;Charcuterie;1700;2022-10-24 20:14:00.0000000
1561;Nneka Eze;Female;Lingettes démaquillantes Nivea;Produits de démaquillage;800;2022-07-21 20:21:00.0000000
1562;Nadia Diallo;Female;Gel nettoyant visage purifiant Neutrogena;Produits de soin pour le visage;1800;2022-02-15 18:50:00.0000000
1563;Sofia Bailey;Female;Soin hydratant intense pour le visage Nivea;Produits de soin pour le visage;2500;2022-07-10 09:22:00.0000000
1564;Ngozi Onyeama;Female;Sac de riz Basmati;Alimentation;4000;2022-02-14 17:09:00.0000000
1565;Sanaa Oumar;Female;Bouteille de sirop de grenadine;Boisson;750;2022-10-12 16:41:00.0000000
1566;Nabila Bah;Female;Gel coiffant effet mouillé Schwarzkopf;Produits de coiffure;1500;2022-09-14 11:32:00.0000000
1567;Akafo Jane;Female;Saucisson aux noisettes;Charcuterie;1400;2022-10-01 21:57:00.0000000
1568;Tariq Ndlovu;Male;Chorizo;Charcuterie;2000;2022-12-24 06:50:00.0000000
1569;Sekou Toure;Male;Crème réparatrice pour les mains Neutrogena;Produits de soin pour les mains;1000;2022-11-19 07:06:00.0000000
1570;Sekou Diop;Male;Crème de jour anti-rides Nivea;Produits de soin pour le visage;1200;2022-11-20 15:24:00.0000000
1571;Bintou Traoré;Female;Sachet de feuilles de thé;Thé;500;2022-09-23 23:55:00.0000000
1572;Ryan Turner;Male;Bouteille de shampoing Head & Shoulders;Hygiène;1500;2022-12-15 08:18:00.0000000
1573;Fatima Nkrumah;Female;Saucisse de veau;Charcuterie;1600;2022-08-28 05:31:00.0000000
1574;Kwame Mensah;Male;Saucisson à l'ail;Charcuterie;1300;2022-11-25 18:39:00.0000000
1575;Nadia Kamara;Female;Gel nettoyant visage doux Nivea;Produits de soin pour le visage;1800;2022-07-03 11:12:00.0000000
1576;Deborah Ross;Female;Saucisse de Toulouse;Charcuterie;1600;2022-03-17 21:18:00.0000000
1577;Aria Cox;Female;Bouteille de sirop de grenadine;Boisson;750;2022-12-21 09:59:00.0000000
1578;James Wilson;Male;Jambon de Luxeuil;Charcuterie;2000;2022-04-07 07:44:00.0000000
1579;James Harris;Male;Bouteille d'eau minérale Cristaline;Eau;500;2022-06-24 08:59:00.0000000
1580;Kwaku Amponsah;Female;Gel nettoyant visage La Roche-Posay;Produits de soin pour le visage;1800;2022-07-22 01:58:00.0000000
1581;Emily Johnson;Female;Pâté de sanglier;Charcuterie;1800;2022-01-24 02:48:00.0000000
1582;David Jackson;Male;Terrine de faisan;Charcuterie;1700;2022-05-26 14:22:00.0000000
1583;Oumar Camara;Male;Poulet entier fermier;Viande;3000;2022-09-26 05:32:00.0000000
1584;Eli Baker;Male;Boîte de conserve de thon Petit Navire;Poisson;1000;2022-06-02 07:19:00.0000000
1585;Nicholas Powell;Male;Sachet de thé rooibos;Thé;500;2022-11-09 12:52:00.0000000
1586;Jacob Rivera;Male;Gel douche nourrissant Dove;Produits de douche;1200;2022-10-13 14:31:00.0000000
1587;Bella Hernandez;Female;Bouteille d'eau minérale Cristaline;Eau;500;2022-10-31 16:42:00.0000000
1588;Anna Hall;Female;Terrine de lapin;Charcuterie;1600;2022-11-01 07:28:00.0000000
1589;James Lee;Male;Crème solaire enfant biodégradable Uriage;Produits de protection solaire;2000;2022-07-16 09:11:00.0000000
1590;Stella Reed;Female;Saucisson au genièvre;Charcuterie;1400;2022-11-16 15:44:00.0000000
1591;Sandra Baker;Female;Rillettes de thon à l'huile d'olive;Charcuterie;1500;2022-12-27 07:05:00.0000000
1592;Gabriel James;Male;Démaquillant yeux waterproof Garnier;Produits de démaquillage;1200;2022-10-19 10:19:00.0000000
1593;Lauren White;Female;Pâté de volaille;Charcuterie;1200;2022-08-11 13:35:00.0000000
1594;Marie Kelly;Female;Terrine de sanglier;Charcuterie;1700;2022-05-30 12:11:00.0000000
1595;Alexis Scott;Female;Crème solaire enfant biodégradable Uriage;Produits de protection solaire;2000;2022-04-23 03:29:00.0000000
1596;Chinwe Ogbonna;Female;Pot de confiture Bonne Maman;Condiment;1500;2022-03-02 14:12:00.0000000
1597;Hudson Wilson;Male;Pâté de campagne;Charcuterie;1200;2022-02-21 13:33:00.0000000
1598;Obinna Chukwu;Male;Soin contour des lèvres L'Oréal;Produits de soin des lèvres;700;2022-03-24 02:27:00.0000000
1599;Diane Coleman;Female;Crème de jour anti-taches Nivea;Produits de soin pour le visage;1200;2022-07-23 19:17:00.0000000
1600;Theresa Sanders;Female;Crème réparatrice pour les pieds Scholl;Produits de soin pour les pieds;1500;2022-11-19 12:56:00.0000000
1601;Kwame Asante;Male;Pâté de chevreuil;Charcuterie;1800;2022-12-30 12:10:00.0000000
1602;Diane Coleman;Female;Gel douche nourrissant à l'huile d'amande Neutrogena;Produits de douche;1200;2022-10-20 06:02:00.0000000
1603;Chinelo Nwachukwu;Female;Sac de farine de blé;Alimentation;1500;2022-06-13 20:14:00.0000000
1604;Fanta Camara;Female;Jambon d'Auvergne;Charcuterie;2000;2022-01-26 04:02:00.0000000
1605;Nadia Kamara;Female;Terrine de chevreuil;Charcuterie;1700;2022-02-25 03:58:00.0000000
1606;Billy Coleman;Male;Démaquillant Garnier;Produits de démaquillage;1200;2022-05-18 02:56:00.0000000
1607;Brian Brooks;Male;Dentifrice protection caries Sensodyne;Produits d'hygiène dentaire;500;2022-05-28 01:33:00.0000000
1608;Lawrence Ward;Male;Jambon de Bayonne;Charcuterie;1900;2022-06-13 06:17:00.0000000
1609;Elizabeth Gonzalez;Female;Pâté de lapin aux herbes de Provence;Charcuterie;1800;2022-02-27 15:39:00.0000000
1610;Babajide Adewale;Male;Pâté de porc;Charcuterie;1200;2022-05-07 20:43:00.0000000
1611;Fatoumata Camara;Female;Paquet de couches Pampers;Hygiène;2500;2022-06-10 21:19:00.0000000
1612;Morgan Torres;Female;Sac de riz Basmati;Alimentation;4000;2022-05-11 05:30:00.0000000
1613;Adrian Green;Male;Baume réparateur pour les lèvres Bepanthen;Produits de soin des lèvres;700;2022-12-25 04:51:00.0000000
1614;John Enrick;Male;Gel coiffant effet mouillé Schwarzkopf;Produits de coiffure;1500;2022-03-03 05:20:00.0000000
1615;Ashley Johnson;Female;Paquet de couches Pampers;Hygiène;2500;2022-12-06 21:47:00.0000000
1616;Lamidi Adekunle;Male;Pâté de faisan;Charcuterie;1800;2022-03-31 10:22:00.0000000
1617;Helen Russell;Female;Saucisson à la figue;Charcuterie;1600;2022-07-20 20:11:00.0000000
1618;Anthony Hill;Male;Saucisse de canard fumée;Charcuterie;1600;2022-12-19 06:52:00.0000000
1619;Kwame Mensah;Male;Bouteille de lait frais Lactel;Lait;1000;2022-06-17 06:09:00.0000000
1620;Simba Moyo;Male;Déodorant Rexona;Produits d'hygiène;800;2022-03-05 16:03:00.0000000
1621;Kwabena Osei;Male;Lingettes rafraîchissantes pour le visage Nivea;Produits de démaquillage;800;2022-01-29 01:44:00.0000000
1622;Osei Bonsu;Male;Bouteille de vin rouge Merlot;Vin;2500;2022-01-18 23:04:00.0000000
1623;Amaechi Okafor;Female;Terrine de gibier;Charcuterie;1500;2022-02-03 03:14:00.0000000
1624;Ashley Johnson;Female;Déodorant stick Narta;Produits d'hygiène;800;2022-05-20 02:33:00.0000000
1625;Adanna Nwachukwu;Female;Rillettes de canard;Charcuterie;1400;2022-06-25 08:17:00.0000000
1626;Chinwe Ogbonna;Female;Paquet de chips Tortilla;Snack;1000;2022-02-24 11:25:00.0000000
1627;Daniel Jones;Male;Gel douche relaxant à la lavande L'Occitane;Produits de douche;1200;2022-01-29 18:19:00.0000000
1628;Osei Mensah;Male;Lotion tonique purifiante Neutrogena;Produits de soin pour le visage;1200;2022-08-25 01:43:00.0000000
1629;Jabari Tetteh;Male;Lingettes démaquillantes Nivea;Produits de démaquillage;800;2022-04-21 17:19:00.0000000
1630;Kwabena Osei;Male;Gel coiffant effet brillant Schwarzkopf;Produits de coiffure;1500;2022-07-08 03:50:00.0000000
1631;Aisha Abubakar;Female;Crème solaire peaux sensibles Avène;Produits de protection solaire;2000;2022-04-02 00:44:00.0000000
1632;Nneka Nwadike;Female;Baume pour les lèvres Carmex;Produits de soin des lèvres;700;2022-05-10 08:45:00.0000000
1633;Jamila Kamara;Female;Déodorant stick Narta;Produits d'hygiène;800;2022-11-28 03:07:00.0000000
1634;Nabila Cissé;Female;Sachet de sucre roux;Sucrerie;500;2022-02-04 06:56:00.0000000
1635;Adjoa Boateng;Female;Boudin blanc;Charcuterie;1400;2022-06-18 06:55:00.0000000
1636;Olivia Smith;Female;Démaquillant pour les yeux bi-phasé Nivea;Produits de démaquillage;1200;2022-09-03 01:11:00.0000000
1637;Kwame Asante;Male;Terrine de biche;Charcuterie;1700;2022-09-17 11:46:00.0000000
1638;Osei Bonsu;Male;Sachet de chips au fromage;Snack;1000;2022-05-21 01:35:00.0000000
1639;Jelani Jalloh;Male;Sachet de sel iodé;Condiment;500;2022-06-04 09:56:00.0000000
1640;Evelyn Watson;Female;Démaquillant yeux bi-phasé waterproof L'Oréal;Produits de démaquillage;1200;2022-05-13 22:44:00.0000000
1641;Wendy Carter;Female;Terrine de gibier;Charcuterie;1500;2022-11-12 15:55:00.0000000
1642;Martha Diaz;Female;Crème réparatrice Cicabiafine;Produits de soin pour le corps;1500;2022-11-25 21:41:00.0000000
1643;Amaechi Okafor;Female;Baume après-rasage hydratant Nivea;Produits de rasage;700;2022-06-27 01:59:00.0000000
1644;Kwame Mensah;Male;Pâté de lapin aux noisettes;Charcuterie;1800;2022-11-18 01:46:00.0000000
1645;Joseph Richardson;Male;Jambon du Bourbonnais;Charcuterie;2000;2022-10-23 11:44:00.0000000
1646;Ryan Cox;Male;Dentifrice blanchissant Colgate;Produits d'hygiène dentaire;500;2022-03-09 18:55:00.0000000
1647;Justin Adams;Male;Rillettes de thon au basilic;Charcuterie;1500;2022-09-17 15:12:00.0000000
1648;Eli Baker;Male;Soin liftant anti-âge L'Oréal;Produits de soin pour le visage;2500;2022-03-29 12:48:00.0000000
1649;Gloria Green;Female;Paquet de couches Pampers;Hygiène;2500;2022-09-29 06:10:00.0000000
1650;Emeka Diop;Male;Soin liftant anti-âge L'Oréal;Produits de soin pour le visage;2500;2022-07-20 23:29:00.0000000
1651;Alex Johnson;Male;Sachet de poivre noir;Condiment;500;2022-10-02 19:00:00.0000000
1652;Adanna Nwachukwu;Female;Dentifrice Signal;Produits d'hygiène dentaire;500;2022-06-04 09:15:00.0000000
1653;Fatoumata Camara;Female;Terrine de pigeon;Charcuterie;1700;2022-03-12 17:20:00.0000000
1654;Adrian Green;Male;Saucisse de veau;Charcuterie;1600;2022-03-01 20:57:00.0000000
1655;Nabila Cissé;Female;Saucisson à la coriandre;Charcuterie;1400;2022-04-06 06:00:00.0000000
1656;Patrick Reed;Male;Dentifrice blancheur intense Colgate;Produits d'hygiène dentaire;500;2022-08-07 21:09:00.0000000
1657;Chinelo Nwachukwu;Female;Pâté de canard;Charcuterie;1500;2022-04-04 19:07:00.0000000
1658;Fanta Diallo;Female;Paquet de spaghetti;Alimentation;750;2022-06-20 21:16:00.0000000
